Student Name,Course ID,Student ID,Enrollment Number,Year,Course Name,Duration (Years),Branch,Specialization,Total Fees (Per Annum),Yearly Fees,Exam Fees,Extra Fees,Hostel Accommodation,Occupancy,City,State,Country,Email,Phone,Payment Mode,12th Percentage,10th Percentage,Hostel Room Type,Annual Income,Date of Birth
Drishya Dugal,MTechCSE185,STU310,ENR310,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Double Occupancy,Ahmedabad,Gujarat,India,manikya80@example.org,9.17578E+11,RTGS,62,82,AC,291495,17/08/2000
Ehsaan Babu,MTechCSE186,STU311,ENR311,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Single Occupancy,Pune,Maharashtra,India,bijukala@example.com,9.17881E+11,RTGS,75,64,AC,406737,22/09/1999
Anika Atwal,MTechCSE187,STU312,ENR312,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Triple Occupancy,Pune,Maharashtra,India,ahana-26@example.net,9.19721E+11,Cheque,82,73,AC,667527,26/12/1997
Rania Tripathi,MTechCSE188,STU313,ENR313,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,zeeshan57@example.net,9.19847E+11,DD,78,69,Non-AC,271821,20/05/1998
Ehsaan Dutta,MTechCSE189,STU314,ENR314,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Triple Occupancy,Lucknow,Uttar Pradesh,India,azadandra@example.com,9.18055E+11,Cash,87,67,Non-AC,128646,16/09/1997
Hrishita Kamdar,MTechCSE190,STU315,ENR315,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Double Occupancy,Hyderabad,Telangana,India,himmat44@example.net,9.173E+11,UPI,77,81,Non-AC,209790,29/11/1999
Amira Magar,MTechCSE191,STU316,ENR316,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,amanikala@example.net,9.17083E+11,RTGS,88,88,Non-AC,126464,28/11/1997
Kiara Gill,MTechCSE192,STU317,ENR317,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Double Occupancy,Jaipur,Rajasthan,India,basakanvi@example.net,9.19953E+11,UPI,82,92,AC,695264,29/08/1996
Kiara Kala,MTechCSE193,STU318,ENR318,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Triple Occupancy,Kolkata,West Bengal,India,gokulbanik@example.org,9.17083E+11,Cheque,65,88,Non-AC,290911,14/04/2002
Sahil Majumdar,MTechCSE194,STU319,ENR319,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,ratiranganathan@example.com,9.18627E+11,RTGS,82,74,AC,613915,06/10/2000
Ahana  Boase,MTechCSE195,STU320,ENR320,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,rohan59@example.com,9.19314E+11,RTGS,65,61,AC,592556,06/08/2000
Kiara Koshy,MTechCSE196,STU321,ENR321,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Single Occupancy,Chennai,Tamil Nadu,India,ishitasharma@example.com,9.19295E+11,Cash,68,79,AC,493737,26/09/1997
Faiyaz Krishna,MTechCSE197,STU322,ENR322,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,sahil14@example.org,9.17758E+11,DD,74,67,Non-AC,109133,26/01/1999
Vidur Sethi,MTechCSE198,STU323,ENR323,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Triple Occupancy,Bengaluru,Karnataka,India,sundaramzoya@example.net,9.17342E+11,Cheque,71,69,AC,580183,13/11/1998
Nayantara Sethi,MTechCSE199,STU324,ENR324,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Single Occupancy,Ahmedabad,Gujarat,India,jayanramanathan@example.net,9.19076E+11,DD,80,77,Non-AC,557946,03/05/2001
Neysa Sheth,MTechCSE200,STU325,ENR325,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,tiya28@example.net,9.19302E+11,Cash,83,88,Non-AC,484050,30/01/1997
Saira Roy,MTechCSE201,STU326,ENR326,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,myrahari@example.org,9.19599E+11,UPI,84,64,AC,519756,21/01/2000
Manikya Banik,MTechCSE202,STU327,ENR327,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Triple Occupancy,Jaipur,Rajasthan,India,chadsaanvi@example.com,9.19679E+11,DD,81,75,AC,169674,11/07/1999
Umang Dara,MTechCSE203,STU328,ENR328,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Single Occupancy,Mumbai,Maharashtra,India,gollakaira@example.com,9.18789E+11,UPI,69,78,AC,289035,30/11/1997
Indrans Raju,MTechCSE204,STU329,ENR329,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Double Occupancy,Ahmedabad,Gujarat,India,anyamander@example.com,9.19699E+11,UPI,86,60,AC,166896,09/08/1996
Miraan Devan,MTechCSE205,STU330,ENR330,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,lakshaykunda@example.net,9.19027E+11,UPI,64,63,Non-AC,769205,15/10/1996
Aayush Chaudhary,MTechCSE206,STU331,ENR331,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,shayakloyal@example.com,9.19707E+11,UPI,78,64,Non-AC,455109,28/12/1996
Alisha Rattan,MTechCSE207,STU332,ENR332,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Double Occupancy,Bengaluru,Karnataka,India,inaaya-kalla@example.org,9.17618E+11,RTGS,62,66,Non-AC,245087,31/08/2000
Mahika Sura,MTechCSE208,STU333,ENR333,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Triple Occupancy,Bengaluru,Karnataka,India,divyanshbansal@example.com,9.19096E+11,Cash,70,92,Non-AC,192005,09/12/2001
Lavanya Viswanathan,MTechCSE209,STU334,ENR334,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Single Occupancy,Kolkata,West Bengal,India,koshydivit@example.org,9.17457E+11,RTGS,88,91,AC,452295,04/10/1998
Akarsh Barad,MTechCSE210,STU335,ENR335,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Triple Occupancy,Pune,Maharashtra,India,aaryahiissac@example.org,9.19485E+11,UPI,77,71,AC,577387,09/10/1999
Jivika Varkey,MTechCSE211,STU336,ENR336,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,indrajitkeer@example.net,9.1889E+11,UPI,74,66,Non-AC,339140,02/03/2000
Indrans Gulati,MTechCSE212,STU337,ENR337,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Double Occupancy,Jaipur,Rajasthan,India,trishasarna@example.net,9.19211E+11,Cash,78,83,AC,554122,05/10/1996
Alisha Setty,MTechCSE213,STU338,ENR338,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,baiju64@example.org,9.18244E+11,UPI,88,86,AC,484476,30/08/1997
Nehmat Vasa,MTechCSE214,STU339,ENR339,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,kismatdyal@example.com,9.18548E+11,Cheque,83,88,AC,529136,22/01/2002
Anahi Ravi,MTechCSE215,STU340,ENR340,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Triple Occupancy,Kolkata,West Bengal,India,anvi31@example.org,9.19493E+11,UPI,82,85,Non-AC,374917,06/06/2002
Damini Datta,MTechCSE216,STU341,ENR341,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Double Occupancy,Kolkata,West Bengal,India,eramanathan@example.net,9.17126E+11,Cash,85,83,Non-AC,722168,20/01/1998
Hunar Deol,MTechCSE217,STU342,ENR342,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Triple Occupancy,Lucknow,Uttar Pradesh,India,iyengarparinaaz@example.net,9.17169E+11,Cheque,69,79,Non-AC,452933,25/04/2000
Saanvi Shere,MTechCSE218,STU343,ENR343,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Triple Occupancy,Lucknow,Uttar Pradesh,India,ksetty@example.net,9.19407E+11,Cash,86,80,Non-AC,782526,16/01/2001
Mishti Randhawa,MTechCSE219,STU344,ENR344,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Double Occupancy,Bengaluru,Karnataka,India,pdugar@example.org,9.17772E+11,RTGS,61,84,AC,346163,14/02/1998
Tiya Bhagat,MTechCSE220,STU345,ENR345,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Triple Occupancy,Jaipur,Rajasthan,India,rhea56@example.org,9.18169E+11,Cheque,76,77,Non-AC,672938,02/12/1999
Shanaya Kapur,MTechCSE221,STU346,ENR346,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,ghoseraunak@example.org,9.1933E+11,Cash,80,77,AC,614480,16/06/1997
Jayant Chaudhry,MTechCSE222,STU347,ENR347,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Double Occupancy,Pune,Maharashtra,India,advika24@example.org,9.17003E+11,RTGS,71,91,Non-AC,471199,02/02/1999
Shray Dani,MTechCSE223,STU348,ENR348,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,rdeo@example.com,9.19754E+11,RTGS,75,62,AC,685517,26/12/1999
Vaibhav Chowdhury,MTechCSE224,STU349,ENR349,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Triple Occupancy,Lucknow,Uttar Pradesh,India,banerjeesiya@example.org,9.1712E+11,DD,74,63,Non-AC,256050,11/02/2002
Divit Swaminathan,MTechCSE225,STU350,ENR350,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Single Occupancy,Pune,Maharashtra,India,dishani60@example.org,9.17484E+11,UPI,74,90,Non-AC,572656,04/11/2000
Jayant Thakkar,MTechCSE226,STU351,ENR351,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Triple Occupancy,Bengaluru,Karnataka,India,loyalurvi@example.com,9.19845E+11,Cheque,65,73,Non-AC,253318,05/12/2001
Charvi Dora,MTechCSE227,STU352,ENR352,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Single Occupancy,Chennai,Tamil Nadu,India,lakshaydhar@example.net,9.18547E+11,Cash,77,84,Non-AC,371182,04/05/2000
Aniruddh Tella,MTechCSE228,STU353,ENR353,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,mkant@example.net,9.18317E+11,DD,62,86,Non-AC,267299,30/01/2000
Alia Bhandari,MTechCSE229,STU354,ENR354,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Single Occupancy,Pune,Maharashtra,India,tiyabassi@example.net,9.19698E+11,DD,78,60,AC,490995,02/06/1998
Hansh Karnik,MTechCSE230,STU355,ENR355,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,cbarman@example.com,9.19055E+11,UPI,87,77,Non-AC,621647,29/07/1997
Nitya Borra,MTechCSE231,STU356,ENR356,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,qchoudhury@example.com,9.19634E+11,UPI,79,65,AC,151184,02/04/2000
Jayan Solanki,MTechCSE232,STU357,ENR357,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Double Occupancy,Kolkata,West Bengal,India,nvyas@example.com,9.17617E+11,UPI,63,74,Non-AC,296431,24/04/1998
Renee Dhillon,MTechCSE233,STU358,ENR358,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Triple Occupancy,Delhi,Delhi,India,nayantararaman@example.org,9.18888E+11,RTGS,71,62,Non-AC,352114,01/02/1998
Kiara Ramanathan,MTechCSE234,STU359,ENR359,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Triple Occupancy,Bengaluru,Karnataka,India,tanya87@example.com,9.19488E+11,DD,90,89,AC,510722,30/10/1998
Bhamini Bose,MTechCSE235,STU360,ENR360,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Triple Occupancy,Jaipur,Rajasthan,India,neelofardutta@example.net,9.18107E+11,DD,74,85,Non-AC,706939,30/11/1996
Rhea Butala,MTechCSE236,STU361,ENR361,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Triple Occupancy,Pune,Maharashtra,India,nishithsabharwal@example.com,9.17223E+11,DD,69,76,AC,567927,01/01/1999
Amira Halder,MTechCSE237,STU362,ENR362,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,neysagupta@example.com,9.18153E+11,UPI,60,88,Non-AC,267298,11/07/1998
Aarav Sane,MTechCSE238,STU363,ENR363,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Triple Occupancy,Jaipur,Rajasthan,India,dasguptafarhan@example.com,9.18405E+11,Cash,77,73,AC,556650,23/08/2001
Navya Sharma,MTechCSE239,STU364,ENR364,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Triple Occupancy,Chennai,Tamil Nadu,India,vedika55@example.net,9.17056E+11,Cheque,66,88,AC,372290,09/11/1998
Madhup Chahal,MTechCSE240,STU365,ENR365,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Triple Occupancy,Lucknow,Uttar Pradesh,India,miraan18@example.net,9.17943E+11,RTGS,68,66,AC,422864,16/07/1998
Anvi Wason,MTechCSE241,STU366,ENR366,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Triple Occupancy,Bengaluru,Karnataka,India,bhattioorja@example.org,9.1875E+11,DD,77,90,AC,191206,17/05/1998
Darshit Gaba,MTechCSE242,STU367,ENR367,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Triple Occupancy,Mumbai,Maharashtra,India,frajagopal@example.org,9.19402E+11,UPI,90,77,AC,191348,02/12/1997
Vaibhav Sagar,MTechCSE243,STU368,ENR368,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Double Occupancy,Jaipur,Rajasthan,India,vdalal@example.org,9.18844E+11,RTGS,77,72,Non-AC,628938,09/03/1999
Raghav Sathe,MTechCSE244,STU369,ENR369,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Double Occupancy,Delhi,Delhi,India,alisha51@example.org,9.17793E+11,Cheque,60,65,AC,788947,28/12/1999
Shanaya Seth,MTechCSE245,STU370,ENR370,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Single Occupancy,Mumbai,Maharashtra,India,idugar@example.org,9.17707E+11,Cheque,74,74,AC,766359,21/01/2001
Arhaan Badami,MTechCSE246,STU371,ENR371,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Triple Occupancy,Pune,Maharashtra,India,lalmadhup@example.com,9.18163E+11,Cheque,82,68,Non-AC,795155,18/06/1997
Vivaan Ghosh,MTechCSE247,STU372,ENR372,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Triple Occupancy,Chennai,Tamil Nadu,India,amira82@example.net,9.18459E+11,Cash,78,83,Non-AC,238853,16/06/2001
Hansh Wali,MTechCSE248,STU373,ENR373,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Double Occupancy,Pune,Maharashtra,India,kaulshamik@example.net,9.17977E+11,Cash,62,87,Non-AC,418086,24/07/1999
Uthkarsh Dara,MTechCSE249,STU374,ENR374,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Single Occupancy,Lucknow,Uttar Pradesh,India,agoyal@example.net,9.1803E+11,RTGS,70,66,AC,280720,25/01/2001
Anay Chadha,MTechCSE250,STU375,ENR375,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Double Occupancy,Kolkata,West Bengal,India,bdatta@example.com,9.19055E+11,UPI,70,71,Non-AC,439240,29/12/1997
Tejas Sridhar,MTechCSE251,STU376,ENR376,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,shethayesha@example.com,9.1702E+11,RTGS,86,87,Non-AC,758626,08/03/2002
Sahil Randhawa,MTechCSE252,STU377,ENR377,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,sloke@example.org,9.17804E+11,UPI,72,61,Non-AC,729421,21/03/2000
Dishani Vohra,MTechCSE253,STU378,ENR378,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Single Occupancy,Pune,Maharashtra,India,chaudhryuthkarsh@example.com,9.19253E+11,Cash,66,69,Non-AC,545875,14/07/1998
Ranbir Bassi,MTechCSE254,STU379,ENR379,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Single Occupancy,Mumbai,Maharashtra,India,khannarhea@example.net,9.18218E+11,Cash,69,75,Non-AC,237876,26/12/2000
Nakul Sandhu,MTechCSE255,STU380,ENR380,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Double Occupancy,Ahmedabad,Gujarat,India,chahalpihu@example.org,9.17317E+11,DD,83,71,Non-AC,711147,06/05/1999
Miraya Thakur,MTechCSE256,STU381,ENR381,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Triple Occupancy,Bengaluru,Karnataka,India,zsangha@example.com,9.19866E+11,RTGS,75,79,AC,219581,25/11/2000
Aayush Chaudhari,MTechCSE257,STU382,ENR382,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Single Occupancy,Delhi,Delhi,India,yuvraj-srinivas@example.com,9.17361E+11,Cheque,83,78,AC,310274,30/12/2001
Zaina Raman,MTechCSE258,STU383,ENR383,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,divitgera@example.com,9.18883E+11,Cheque,85,89,AC,234012,18/02/1997
Baiju Chakraborty,MTechCSE259,STU384,ENR384,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Double Occupancy,Jaipur,Rajasthan,India,bwadhwa@example.org,9.19115E+11,DD,84,62,AC,784268,22/08/2001
Saksham Sur,MTechCSE260,STU385,ENR385,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,zeeshanrege@example.org,9.17537E+11,DD,84,88,AC,391343,08/03/2002
Krish Dyal,MTechCSE261,STU386,ENR386,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Triple Occupancy,Kolkata,West Bengal,India,jayantwalla@example.net,9.19812E+11,UPI,74,88,Non-AC,659085,27/09/1998
Kartik Dave,MTechCSE262,STU387,ENR387,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Single Occupancy,Delhi,Delhi,India,fateh53@example.net,9.19223E+11,UPI,75,91,AC,491431,17/03/1999
Ivan Karnik,MTechCSE263,STU388,ENR388,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Single Occupancy,Ahmedabad,Gujarat,India,darshit37@example.net,9.19881E+11,DD,67,89,Non-AC,685704,12/04/1998
Gokul Mallick,MTechCSE264,STU389,ENR389,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,sairayogi@example.com,9.18874E+11,Cash,78,67,Non-AC,537159,20/08/2000
Suhana Sibal,MTechCSE265,STU390,ENR390,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Triple Occupancy,Pune,Maharashtra,India,faiyaz24@example.org,9.17927E+11,Cheque,85,61,AC,533503,14/01/1997
Amani Kade,MTechCSE266,STU391,ENR391,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,pranayshukla@example.net,9.18425E+11,DD,76,67,Non-AC,456024,06/11/1997
Nirvaan Kala,MTechCSE267,STU392,ENR392,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Single Occupancy,Lucknow,Uttar Pradesh,India,kumarvanya@example.com,9.1847E+11,UPI,67,61,Non-AC,355677,07/02/1997
Prerak Comar,MTechCSE268,STU393,ENR393,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Triple Occupancy,Kolkata,West Bengal,India,amira09@example.com,9.17883E+11,Cash,88,77,AC,631049,13/01/2001
Tiya Kala,MTechCSE269,STU394,ENR394,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,comarjhanvi@example.org,9.17478E+11,Cash,82,60,Non-AC,772773,26/03/2000
Trisha Batta,MTechCSE270,STU395,ENR395,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,miraya48@example.com,9.1841E+11,UPI,72,83,Non-AC,703323,16/01/2002
Aarna Hari,MTechCSE271,STU396,ENR396,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Double Occupancy,Jaipur,Rajasthan,India,mahikasodhi@example.net,9.1792E+11,RTGS,85,85,AC,187768,05/06/1999
Arnav Mand,MTechCSE272,STU397,ENR397,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Single Occupancy,Kolkata,West Bengal,India,mehul26@example.org,9.18613E+11,UPI,80,71,Non-AC,205634,29/05/1997
Faiyaz Gandhi,MTechCSE273,STU398,ENR398,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Triple Occupancy,Jaipur,Rajasthan,India,lagandutt@example.com,9.18004E+11,Cash,61,87,Non-AC,758764,18/10/1997
Rati Ahluwalia,MTechCSE274,STU399,ENR399,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Triple Occupancy,Ahmedabad,Gujarat,India,adah01@example.org,9.17333E+11,RTGS,75,75,Non-AC,422285,15/02/1997
Ayesha Kara,MTechCSE275,STU400,ENR400,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Double Occupancy,Ahmedabad,Gujarat,India,phayre@example.com,9.19105E+11,Cheque,68,79,AC,186583,09/05/1999
Aarav Raman,MTechCSE276,STU401,ENR401,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Single Occupancy,Delhi,Delhi,India,jayeshmajumdar@example.org,9.19523E+11,Cash,81,91,Non-AC,191428,28/08/2000
Khushi Issac,MTechCSE277,STU402,ENR402,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Double Occupancy,Delhi,Delhi,India,kiararavel@example.com,9.18967E+11,Cheque,74,90,AC,310138,07/11/2001
